PassengerId,Target,Age,SibSp,Parch,Fare,Sex_f,Pclass_1,Pclass_2,Pclass_3,Probabilidade,Survived
394,1,23.0,1,0,113.275,1,1,0,0,0.9234569151123847,1
395,1,24.0,0,2,16.7,1,0,0,1,0.5895697996156227,1
396,0,22.0,0,0,7.7958,0,0,0,1,0.17209362138003073,0
397,0,31.0,0,0,7.8542,1,0,0,1,0.4518918904085618,0
398,0,46.0,0,0,26.0,0,0,1,0,0.21756529344314574,0
399,0,23.0,0,0,10.5,0,0,1,0,0.17660944184178054,0
400,1,28.0,0,0,12.65,1,0,1,0,0.784223219386818,1
401,1,39.0,0,0,7.925,0,0,0,1,0.14185615402539203,0
402,0,26.0,0,0,8.05,0,0,0,1,0.17894899398112898,0
403,0,21.0,1,0,9.825,1,0,0,1,0.46109178207064405,0
404,0,28.0,1,0,15.85,0,0,0,1,0.22216747963982625,0
405,0,20.0,0,0,8.6625,1,0,0,1,0.47408826687674455,0
406,0,34.0,1,0,21.0,0,0,1,0,0.20342213321250513,0
407,0,51.0,0,0,7.75,0,0,0,1,0.09731099917355064,0
408,1,3.0,1,1,18.75,0,0,1,0,0.6158012284341833,1
409,0,21.0,0,0,7.775,0,0,0,1,0.1681672678635855,0
410,0,0.0,3,1,25.4667,1,0,0,1,0.15530876488502365,0
411,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
412,0,0.0,0,0,6.8583,0,0,0,1,0.1132986776051614,0
413,1,33.0,1,0,90.0,1,1,0,0,0.9277057603393601,1
414,0,0.0,0,0,0.0,0,0,1,0,0.1114360073963654,0
415,1,44.0,0,0,7.925,0,0,0,1,0.13142219914740522,0
416,0,0.0,0,0,8.05,1,0,0,1,0.5256920947363095,1
417,1,34.0,1,1,32.5,1,0,1,0,0.8700489379963061,1
418,1,18.0,0,2,13.0,1,0,1,0,0.8801694762196967,1
419,0,30.0,0,0,13.0,0,0,1,0,0.1870133555504106,0
420,0,10.0,0,2,24.15,1,0,0,1,0.40522807381899595,0
421,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
422,0,21.0,0,0,7.7333,0,0,0,1,0.16138602282685266,0
423,0,29.0,0,0,7.875,0,0,0,1,0.1734539779786109,0
424,0,28.0,1,1,14.4,1,0,0,1,0.5206348204969863,1
425,0,18.0,1,1,20.2125,0,0,0,1,0.3030003217286452,0
426,0,0.0,0,0,7.25,0,0,0,1,0.14340258693397517,0
427,1,28.0,1,0,26.0,1,0,1,0,0.8066966678182846,1
428,1,19.0,0,0,26.0,1,0,1,0,0.8163518805117442,1
429,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
430,1,32.0,0,0,8.05,0,0,0,1,0.22791317867592084,0
431,1,28.0,0,0,26.55,0,1,0,0,0.43656982702044606,0
432,1,0.0,1,0,16.1,1,0,0,1,0.5932848473539125,1
433,1,42.0,1,0,26.0,1,0,1,0,0.7900458911668381,1
434,0,17.0,0,0,7.125,0,0,0,1,0.1298845325149768,0
435,0,50.0,1,0,55.9,0,1,0,0,0.3700808302264026,0
436,1,14.0,1,2,120.0,1,1,0,0,0.9173421988589654,1
437,0,21.0,2,2,34.375,1,0,0,1,0.3380292338235263,0
438,1,24.0,2,3,18.75,1,0,1,0,0.8505087135957428,1
439,0,64.0,1,4,263.0,0,1,0,0,0.24164612451259157,0
440,0,31.0,0,0,10.5,0,0,1,0,0.1957530382666064,0
441,1,45.0,1,1,26.25,1,0,1,0,0.8512592788646404,1
442,0,20.0,0,0,9.5,0,0,0,1,0.17329644486673432,0
443,0,25.0,1,0,7.775,0,0,0,1,0.18261209704735018,0
444,1,28.0,0,0,13.0,1,0,1,0,0.7732598844850322,1
445,1,0.0,0,0,8.1125,0,0,0,1,0.1652965904998377,0
446,1,4.0,0,2,81.8583,0,1,0,0,0.5824974736641806,1
447,1,13.0,0,1,19.5,1,0,1,0,0.8883618411244726,1
448,1,34.0,0,0,26.55,0,1,0,0,0.45282007411074593,0
449,1,5.0,2,1,19.2583,1,0,0,1,0.6052546683351939,1
450,1,52.0,0,0,30.5,0,1,0,0,0.3639204619906116,0
451,0,36.0,1,2,27.75,0,0,1,0,0.3654708443807464,0
452,0,0.0,1,0,19.9667,0,0,0,1,0.22759325062658045,0
453,0,30.0,0,0,27.75,0,1,0,0,0.41815673351149746,0
454,1,49.0,1,0,89.1042,0,1,0,0,0.44662577954506094,0
455,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
456,1,29.0,0,0,7.8958,0,0,0,1,0.17170495642273223,0
457,0,65.0,0,0,26.55,0,1,0,0,0.22598790518349873,0
458,1,0.0,1,0,51.8625,1,1,0,0,0.8915667228414916,1
459,1,50.0,0,0,10.5,1,0,1,0,0.7608005094612084,1
460,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
461,1,48.0,0,0,26.55,0,1,0,0,0.4526832600583719,0
462,0,34.0,0,0,8.05,0,0,0,1,0.1350645363308548,0
463,0,47.0,0,0,38.5,0,1,0,0,0.37241617097387747,0
464,0,48.0,0,0,13.0,0,0,1,0,0.19434427327590473,0
465,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
466,0,38.0,0,0,7.05,0,0,0,1,0.07298559213142887,0
467,0,0.0,0,0,0.0,0,0,1,0,0.1114360073963654,0
468,0,56.0,0,0,26.55,0,1,0,0,0.34766944259647475,0
469,0,0.0,0,0,7.725,0,0,0,1,0.1436713179683726,0
470,1,0.75,2,1,19.2583,1,0,0,1,0.6140775732190873,1
471,0,0.0,0,0,7.25,0,0,0,1,0.14340258693397517,0
472,0,38.0,0,0,8.6625,0,0,0,1,0.12440110108837,0
473,1,33.0,1,2,27.75,1,0,1,0,0.8827103567795188,1
474,1,23.0,0,0,13.7917,1,0,1,0,0.7688029255517614,1
475,0,22.0,0,0,9.8375,1,0,0,1,0.48297937499869026,0
476,0,0.0,0,0,52.0,0,1,0,0,0.356392823579679,0
477,0,34.0,1,0,21.0,0,0,1,0,0.20342213321250513,0
478,0,29.0,1,0,7.0458,0,0,0,1,0.1265082731923232,0
479,0,22.0,0,0,7.5208,0,0,0,1,0.1537914302369081,0
480,1,2.0,0,1,12.2875,1,0,0,1,0.6202508812495893,1
481,0,9.0,5,2,46.9,0,0,0,1,0.0660811215755095,0
482,0,0.0,0,0,0.0,0,0,1,0,0.1114360073963654,0
483,0,50.0,0,0,8.05,0,0,0,1,0.12620621031088508,0
484,1,63.0,0,0,9.5875,1,0,0,1,0.3139049774108221,0
485,1,25.0,1,0,91.0792,0,1,0,0,0.44889031095697945,0
486,0,0.0,3,1,25.4667,1,0,0,1,0.15530876488502365,0
487,1,35.0,1,0,90.0,1,1,0,0,0.9289334600006153,1
488,0,58.0,0,0,29.7,0,1,0,0,0.3118354020710723,0
489,0,30.0,0,0,8.05,0,0,0,1,0.18256714040881802,0
490,1,9.0,1,1,15.9,0,0,0,1,0.3708709505289955,0
491,0,0.0,1,0,19.9667,0,0,0,1,0.22759325062658045,0
492,0,21.0,0,0,7.25,0,0,0,1,0.15345118566580332,0
493,0,55.0,0,0,30.5,0,1,0,0,0.3295230002170366,0
494,0,71.0,0,0,49.5042,0,1,0,0,0.19100280707753917,0
495,0,21.0,0,0,8.05,0,0,0,1,0.17596453807576942,0
496,0,0.0,0,0,14.4583,0,0,0,1,0.1990060350266635,0
497,1,54.0,1,0,78.2667,1,1,0,0,0.925620194020161,1
498,0,0.0,0,0,15.1,0,0,0,1,0.20069514041201553,0
499,0,25.0,1,2,151.55,1,1,0,0,0.8025691948531026,1
500,0,24.0,0,0,7.7958,0,0,0,1,0.170000364392399,0
501,0,17.0,0,0,8.6625,0,0,0,1,0.17073721662663113,0
502,0,21.0,0,0,7.75,1,0,0,1,0.5239710584489784,1
503,0,0.0,0,0,7.6292,1,0,0,1,0.5672497891483516,1
504,0,37.0,0,0,9.5875,1,0,0,1,0.34174147242695024,0
505,1,16.0,0,0,86.5,1,1,0,0,0.9290528892136454,1
506,0,18.0,1,0,108.9,0,1,0,0,0.4283701805359764,0
507,1,33.0,0,2,26.0,1,0,1,0,0.8955139683861175,1
508,1,0.0,0,0,26.55,0,1,0,0,0.4276926115818533,0
509,0,28.0,0,0,22.525,0,0,0,1,0.2220496266954443,0
510,1,26.0,0,0,56.4958,0,0,0,1,0.3524136614095728,0
511,1,29.0,0,0,7.75,0,0,0,1,0.16788437592755176,0
512,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
513,1,36.0,0,0,26.2875,0,1,0,0,0.46531984853810565,0
514,1,54.0,1,0,59.4,1,1,0,0,0.8733506037901198,1
515,0,24.0,0,0,7.4958,0,0,0,1,0.14971806401032065,0
516,0,47.0,0,0,34.0208,0,1,0,0,0.3852813516889923,0
517,1,34.0,0,0,10.5,1,0,1,0,0.7776531866200276,1
518,0,0.0,0,0,24.15,0,0,0,1,0.21587454892391622,0
519,1,36.0,1,0,26.0,1,0,1,0,0.8069175311998895,1
520,0,32.0,0,0,7.8958,0,0,0,1,0.21411220630680386,0
521,1,30.0,0,0,93.5,1,1,0,0,0.9296452181836504,1
522,0,22.0,0,0,7.8958,0,0,0,1,0.16716317491245247,0
523,0,0.0,0,0,7.225,0,0,0,1,0.14669482179349055,0
524,1,44.0,0,1,57.9792,1,1,0,0,0.9143181317816281,1
525,0,0.0,0,0,7.2292,0,0,0,1,0.1483198707951091,0
526,0,40.5,0,0,7.75,0,0,0,1,0.10297016491412059,0
527,1,50.0,0,0,10.5,1,0,1,0,0.7608005094612084,1
528,0,0.0,0,0,221.7792,0,1,0,0,0.35183535518306547,0
529,0,39.0,0,0,7.925,0,0,0,1,0.14185615402539203,0
530,0,23.0,2,1,11.5,0,0,1,0,0.3444882630580863,0
531,1,2.0,1,1,26.0,1,0,1,0,0.9042349175000635,1
532,0,0.0,0,0,7.2292,0,0,0,1,0.1483198707951091,0
533,0,17.0,1,1,7.2292,0,0,0,1,0.22879562356791122,0
534,1,0.0,0,2,22.3583,1,0,0,1,0.5486208501654212,1
535,0,30.0,0,0,8.6625,1,0,0,1,0.43450829599498825,0
536,1,7.0,0,2,26.25,1,0,1,0,0.9117974373138573,1
537,0,45.0,0,0,26.55,0,1,0,0,0.43963211876354946,0
538,1,30.0,0,0,106.425,1,1,0,0,0.9261337580556142,1
539,0,0.0,0,0,14.5,0,0,0,1,0.19902161189385326,0
540,1,22.0,0,2,49.5,1,1,0,0,0.9096416528777181,1
541,1,36.0,0,2,71.0,1,1,0,0,0.9153181597687695,1
542,0,9.0,4,2,31.275,1,0,0,1,0.12581544052494187,0
543,0,11.0,4,2,31.275,1,0,0,1,0.12875294052494188,0
544,1,32.0,1,0,26.0,0,0,1,0,0.2409973447291305,0
545,0,50.0,1,0,106.425,0,1,0,0,0.38984577593471137,0
546,0,64.0,0,0,26.0,0,1,0,0,0.16994511922226455,0
547,1,19.0,1,0,26.0,1,0,1,0,0.8184834379107895,1
548,1,0.0,0,0,13.8625,0,0,1,0,0.2576502987770809,0
549,0,33.0,1,1,20.525,0,0,0,1,0.2496245941853699,0
550,1,8.0,1,1,36.75,0,0,1,0,0.514933541222692,1
551,1,17.0,0,2,110.8833,0,1,0,0,0.5921543582125263,1
552,0,27.0,0,0,26.0,0,0,1,0,0.2246419775241085,0
553,0,0.0,0,0,7.8292,0,0,0,1,0.15547163091390626,0
554,1,22.0,0,0,7.225,0,0,0,1,0.1584342882171898,0
555,1,22.0,0,0,7.775,1,0,0,1,0.5235271629132241,1
556,0,62.0,0,0,26.55,0,1,0,0,0.24967412137870526,0
557,1,48.0,1,0,39.6,1,1,0,0,0.8710565214764765,1
558,0,0.0,0,0,227.525,0,1,0,0,0.35300202184973206,0
559,1,39.0,1,1,79.65,1,1,0,0,0.9357873994598768,1
560,1,36.0,1,0,17.4,1,0,0,1,0.5303331291628528,1
561,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
562,0,40.0,0,0,7.8958,0,0,0,1,0.10714877831742164,0
563,0,28.0,0,0,13.5,0,0,1,0,0.182548839325296,0
564,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
565,0,0.0,0,0,8.05,1,0,0,1,0.5256920947363095,1
566,0,24.0,2,0,24.15,0,0,0,1,0.21009058028489538,0
567,0,19.0,0,0,7.8958,0,0,0,1,0.16538903481850167,0
568,0,29.0,0,4,21.075,1,0,0,1,0.36920657765445947,0
569,0,0.0,0,0,7.2292,0,0,0,1,0.1483198707951091,0
570,1,32.0,0,0,7.8542,0,0,0,1,0.21512701733636674,0
571,1,62.0,0,0,10.5,0,0,1,0,0.23489554946823749,0
572,1,53.0,2,0,51.4792,1,1,0,0,0.8104432246720201,1
573,1,36.0,0,0,26.3875,0,1,0,0,0.46531984853810565,0
574,1,0.0,0,0,7.75,1,0,0,1,0.5772983441823915,1
575,0,16.0,0,0,8.05,0,0,0,1,0.17921651953121637,0
576,0,19.0,0,0,14.5,0,0,0,1,0.20727121546216923,0
577,1,34.0,0,0,13.0,1,0,1,0,0.7773307029565749,1
578,1,39.0,1,0,55.9,1,1,0,0,0.8952609689225172,1
579,0,0.0,1,0,14.4583,1,0,0,1,0.5658358249726217,1
580,1,32.0,0,0,7.925,0,0,0,1,0.23352748662878084,0
581,1,25.0,1,1,30.0,1,0,1,0,0.8748445953313949,1
582,1,39.0,1,1,110.8833,1,1,0,0,0.9345134970218775,1
583,0,54.0,0,0,26.0,0,0,1,0,0.18614538271676173,0
584,0,36.0,0,0,40.125,0,1,0,0,0.378971516904535,0
585,0,0.0,0,0,8.7125,0,0,0,1,0.1641413296522528,0
586,1,18.0,0,2,79.65,1,1,0,0,0.9372811755428282,1
587,0,47.0,0,0,15.0,0,0,1,0,0.19240174280391087,0
588,1,60.0,1,1,79.2,0,1,0,0,0.34401570848332663,0
589,0,22.0,0,0,8.05,0,0,0,1,0.17554329760413914,0
590,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
591,0,35.0,0,0,7.125,0,0,0,1,0.08641104724318596,0
592,1,52.0,1,0,78.2667,1,1,0,0,0.924388478856745,1
593,0,47.0,0,0,7.25,0,0,0,1,0.08846414407908697,0
594,0,0.0,0,2,7.75,1,0,0,1,0.5302797035636406,1
595,0,37.0,1,0,26.0,0,0,1,0,0.21370736859390416,0
596,0,36.0,1,1,24.15,0,0,0,1,0.1939835079263132,0
597,1,0.0,0,0,33.0,1,0,1,0,0.8270211147812097,1
598,0,49.0,0,0,0.0,0,0,0,1,0.06832103396366793,0
599,0,0.0,0,0,7.225,0,0,0,1,0.14669482179349055,0
600,1,49.0,1,0,56.9292,0,1,0,0,0.4294166324258379,0
601,1,24.0,2,1,27.0,1,0,1,0,0.8469064136140074,1
602,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
603,0,0.0,0,0,42.4,0,1,0,0,0.35092456533293,0
604,0,44.0,0,0,8.05,0,0,0,1,0.12705760728451057,0
605,1,35.0,0,0,26.55,0,1,0,0,0.45448252000283124,0
606,0,36.0,1,0,15.55,0,0,0,1,0.1816607345000812,0
607,0,30.0,0,0,7.8958,0,0,0,1,0.1697181839601337,0
608,1,27.0,0,0,30.5,0,1,0,0,0.4280606115852706,0
609,1,22.0,1,2,41.5792,1,0,1,0,0.8938849156981131,1
610,1,40.0,0,0,153.4625,1,1,0,0,0.9205643094085443,1
611,0,39.0,1,5,31.275,1,0,0,1,0.14705427733399454,0
612,0,0.0,0,0,7.05,0,0,0,1,0.1132986776051614,0
613,1,0.0,1,0,15.5,1,0,0,1,0.5903245480373027,1
614,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
615,0,35.0,0,0,8.05,0,0,0,1,0.13602522009153864,0
616,1,24.0,1,2,65.0,1,0,1,0,0.8906503884944835,1
617,0,34.0,1,1,14.4,0,0,0,1,0.23937508815533567,0
618,0,26.0,1,0,16.1,1,0,0,1,0.5539047013302394,1
619,1,4.0,2,1,39.0,1,0,1,0,0.8599558900626546,1
620,0,26.0,0,0,10.5,0,0,1,0,0.17624075695183591,0
621,0,27.0,1,0,14.4542,0,0,0,1,0.2097194540005847,0
622,1,42.0,1,0,52.5542,0,1,0,0,0.39233799549654447,0
623,1,20.0,1,1,15.7417,0,0,0,1,0.32985480118112576,0
624,0,21.0,0,0,7.8542,0,0,0,1,0.1695784164509775,0
625,0,21.0,0,0,16.1,0,0,0,1,0.22210669961594542,0
626,0,61.0,0,0,32.3208,0,1,0,0,0.21973175669538747,0
627,0,57.0,0,0,12.35,0,0,1,0,0.16303054784054632,0
628,1,21.0,0,0,77.9583,1,1,0,0,0.9297654622381242,1
629,0,26.0,0,0,7.8958,0,0,0,1,0.16842398168439596,0
630,0,0.0,0,0,7.7333,0,0,0,1,0.1499226015987999,0
631,1,80.0,0,0,30.0,0,1,0,0,0.21967428379606713,0
632,0,51.0,0,0,7.0542,0,0,0,1,0.06642796855374067,0
633,1,32.0,0,0,30.5,0,1,0,0,0.42521014071131236,0
634,0,0.0,0,0,0.0,0,1,0,0,0.18185727535706017,0
635,0,9.0,3,2,27.9,1,0,0,1,0.14652765129204837,0
636,1,28.0,0,0,13.0,1,0,1,0,0.7732598844850322,1
637,0,32.0,0,0,7.925,0,0,0,1,0.23352748662878084,0
638,0,31.0,1,1,26.25,0,0,1,0,0.3764953323666428,0
639,0,41.0,0,5,39.6875,1,0,0,1,0.1668734941708289,0
640,0,0.0,1,0,16.1,0,0,0,1,0.2313859149093146,0
641,0,20.0,0,0,7.8542,0,0,0,1,0.1699886850975797,0
642,1,24.0,0,0,69.3,1,1,0,0,0.9144262719243192,1
643,0,2.0,3,2,27.9,1,0,0,1,0.1449609975197551,0
644,1,0.0,0,0,56.4958,0,0,0,1,0.3188715733406608,0
645,1,0.75,2,1,19.2583,1,0,0,1,0.6140775732190873,1
646,1,48.0,1,0,76.7292,0,1,0,0,0.46108346894435276,0
647,0,19.0,0,0,7.8958,0,0,0,1,0.16538903481850167,0
648,1,56.0,0,0,35.5,0,1,0,0,0.31610788921513444,0
649,0,0.0,0,0,7.55,0,0,0,1,0.14307859259799743,0
650,1,23.0,0,0,7.55,1,0,0,1,0.5271147668531403,1
651,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
652,1,18.0,0,1,23.0,1,0,1,0,0.8913920248789066,1
653,0,21.0,0,0,8.4333,0,0,0,1,0.1727128591603479,0
654,1,0.0,0,0,7.8292,1,0,0,1,0.559488543627116,1
655,0,18.0,0,0,6.75,1,0,0,1,0.46819810426015135,0
656,0,24.0,2,0,73.5,0,0,1,0,0.17812122965329005,0
657,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
658,0,32.0,1,1,15.5,1,0,0,1,0.5538803891010174,1
659,0,23.0,0,0,13.0,0,0,1,0,0.18158686292591553,0
660,0,58.0,0,2,113.275,0,1,0,0,0.37635102541000987,0
661,1,50.0,2,0,133.65,0,1,0,0,0.3368610614637275,0
662,0,40.0,0,0,7.225,0,0,0,1,0.09295337890005123,0
663,0,47.0,0,0,25.5875,0,1,0,0,0.3194245154207158,0
664,0,36.0,0,0,7.4958,0,0,0,1,0.09893076923378084,0
665,1,20.0,1,0,7.925,0,0,0,1,0.20783569598644125,0
666,0,32.0,2,0,73.5,0,0,1,0,0.19295277633181965,0
667,0,25.0,0,0,13.0,0,0,1,0,0.18024020003489477,0
668,0,0.0,0,0,7.775,0,0,0,1,0.15831716611910246,0
669,0,43.0,0,0,8.05,0,0,0,1,0.12555760728451057,0
670,1,0.0,1,0,52.0,1,1,0,0,0.8899808299451366,1
671,1,40.0,1,1,39.0,1,0,1,0,0.8525076835949562,1
672,0,31.0,1,0,52.0,0,1,0,0,0.38657184861334193,0
673,0,70.0,0,0,10.5,0,0,1,0,0.2079933740950772,0
674,1,31.0,0,0,13.0,0,0,1,0,0.202238804145465,0
675,0,0.0,0,0,0.0,0,0,1,0,0.1114360073963654,0
676,0,18.0,0,0,7.775,0,0,0,1,0.16488937489713237,0
677,0,24.5,0,0,8.05,0,0,0,1,0.17462689654839544,0
678,1,18.0,0,0,9.8417,1,0,0,1,0.5089910249847994,1
679,0,43.0,1,6,46.9,1,0,0,1,0.1453247386918198,0
680,1,36.0,0,1,512.3292,0,1,0,0,0.5201157101710487,1
681,0,0.0,0,0,8.1375,1,0,0,1,0.5191598972924502,1
682,1,27.0,0,0,76.7292,0,1,0,0,0.41999650238461594,0
683,0,20.0,0,0,9.225,0,0,0,1,0.1738983866143071,0
684,0,14.0,5,2,46.9,0,0,0,1,0.06570462781649092,0
685,0,60.0,1,1,39.0,0,0,1,0,0.23967757113212493,0
686,0,25.0,1,2,41.5792,0,0,1,0,0.39666824471279216,0
687,0,14.0,4,1,39.6875,0,0,0,1,0.08148491044308885,0
688,0,19.0,0,0,10.1708,0,0,0,1,0.1892026164465984,0
689,0,18.0,0,0,7.7958,0,0,0,1,0.16881344680543575,0
690,1,15.0,0,1,211.3375,1,1,0,0,0.931600398309951,1
691,1,31.0,1,0,57.0,0,1,0,0,0.4163840495694123,0
692,1,4.0,0,1,13.4167,1,0,0,1,0.6172018198008974,1
693,1,0.0,0,0,56.4958,0,0,0,1,0.3188715733406608,0
694,0,25.0,0,0,7.225,0,0,0,1,0.15095750233504096,0
695,0,60.0,0,0,26.55,0,1,0,0,0.2673366667761687,0
696,0,52.0,0,0,13.5,0,0,1,0,0.16645390321044692,0
697,0,44.0,0,0,8.05,0,0,0,1,0.12705760728451057,0
698,1,0.0,0,0,7.7333,1,0,0,1,0.5787722730947894,1
699,0,49.0,1,1,110.8833,0,1,0,0,0.48094437082556274,0
700,0,42.0,0,0,7.65,0,0,0,1,0.09182840214150959,0
701,1,18.0,1,0,227.525,1,1,0,0,0.9023893392428551,1
702,1,35.0,0,0,26.2875,0,1,0,0,0.4668553778090814,0
703,0,18.0,0,1,14.4542,1,0,0,1,0.5629136374568198,1
704,0,25.0,0,0,7.7417,0,0,0,1,0.15722994863579756,0
705,0,26.0,1,0,7.8542,0,0,0,1,0.18354973493502055,0
706,0,39.0,0,0,26.0,0,0,1,0,0.21671333674907337,0
707,1,45.0,0,0,13.5,1,0,1,0,0.7602616235138275,1
708,1,42.0,0,0,26.2875,0,1,0,0,0.45559675280767253,0
709,1,22.0,0,0,151.55,1,1,0,0,0.899648353357979,1
710,1,0.0,1,1,15.2458,0,0,0,1,0.369610046188486,0
711,1,24.0,0,0,49.5042,1,1,0,0,0.8804516442308745,1
712,0,0.0,0,0,26.55,0,1,0,0,0.4276926115818533,0
713,1,48.0,1,0,52.0,0,1,0,0,0.4028242201673532,0
714,0,29.0,0,0,9.4833,0,0,0,1,0.1779579537868434,0
715,0,52.0,0,0,13.0,0,0,1,0,0.16953797266501203,0
716,0,19.0,0,0,7.65,0,0,0,1,0.15299361832873984,0
717,1,38.0,0,0,227.525,1,1,0,0,0.914620651446242,1
718,1,27.0,0,0,10.5,1,0,1,0,0.7569794101110365,1
719,0,0.0,0,0,15.5,0,0,0,1,0.21259128123101045,0
720,0,33.0,0,0,7.775,0,0,0,1,0.11931791304947599,0
721,1,6.0,0,1,33.0,1,0,1,0,0.904652248347384,1
722,0,17.0,1,0,7.0542,0,0,0,1,0.12933293192948242,0
723,0,34.0,0,0,13.0,0,0,1,0,0.18439868598625817,0
724,0,50.0,0,0,13.0,0,0,1,0,0.18679368758332204,0
725,1,27.0,1,0,53.1,0,1,0,0,0.4260873684341922,0
726,0,20.0,0,0,8.6625,0,0,0,1,0.1723731436132768,0
727,1,30.0,3,0,21.0,1,0,1,0,0.673519046685831,1
728,1,0.0,0,0,7.7375,1,0,0,1,0.580516834941325,1
729,0,25.0,1,0,26.0,0,0,1,0,0.22885641058255052,0
730,0,25.0,1,0,7.925,1,0,0,1,0.4992089741982578,0
731,1,29.0,0,0,211.3375,1,1,0,0,0.9203239657421236,1
732,0,11.0,0,0,18.7875,0,0,0,1,0.23457730363337492,0
733,0,0.0,0,0,0.0,0,0,1,0,0.1114360073963654,0
734,0,23.0,0,0,13.0,0,0,1,0,0.18158686292591553,0
735,0,23.0,0,0,13.0,0,0,1,0,0.18158686292591553,0
736,0,28.5,0,0,16.1,0,0,0,1,0.21838653383934944,0
737,0,48.0,1,3,34.375,1,0,0,1,0.28584115622984574,0
738,1,35.0,0,0,512.3292,0,1,0,0,0.4367062307168176,0
739,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
740,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
741,1,0.0,0,0,30.0,0,1,0,0,0.42062470109971495,0
742,0,36.0,1,0,78.85,0,1,0,0,0.4297067810119483,0
743,1,21.0,2,2,262.375,1,1,0,0,0.9102725219713275,1
744,0,24.0,1,0,16.1,0,0,0,1,0.2206456596860756,0
745,1,31.0,0,0,7.925,0,0,0,1,0.2196500217359484,0
746,0,70.0,1,1,71.0,0,1,0,0,0.23672998961324856,0
747,0,16.0,1,1,20.25,0,0,0,1,0.30370207660577164,0
748,1,30.0,0,0,13.0,1,0,1,0,0.7757574557627561,1
749,0,19.0,1,0,53.1,0,1,0,0,0.42391730429002483,0
750,0,31.0,0,0,7.75,0,0,0,1,0.1865233803708364,0
751,1,4.0,1,1,23.0,1,0,1,0,0.8949184148028685,1
752,1,6.0,0,1,12.475,0,0,0,1,0.390606391471131,0
753,0,33.0,0,0,9.5,0,0,0,1,0.13546462119664202,0
754,0,23.0,0,0,7.8958,0,0,0,1,0.16560827453009708,0
755,1,48.0,1,2,65.0,1,0,1,0,0.8729932227692103,1
756,1,0.67,1,1,14.5,0,0,1,0,0.5741357414775637,1
757,0,28.0,0,0,7.7958,0,0,0,1,0.1696662759317263,0
758,0,18.0,0,0,11.5,0,0,1,0,0.1953604779959288,0
759,0,34.0,0,0,8.05,0,0,0,1,0.1350645363308548,0
760,1,33.0,0,0,86.5,1,1,0,0,0.9335488118046007,1
761,0,0.0,0,0,14.5,0,0,0,1,0.19902161189385326,0
762,0,41.0,0,0,7.125,0,0,0,1,0.07709721932748992,0
763,1,20.0,0,0,7.2292,0,0,0,1,0.15870877327765393,0
764,1,36.0,1,2,120.0,1,1,0,0,0.8940298151045812,1
765,0,16.0,0,0,7.775,0,0,0,1,0.16912167632488292,0
766,1,51.0,1,0,77.9583,1,1,0,0,0.9178074928176945,1
767,0,0.0,0,0,39.6,0,1,0,0,0.3534630623632981,0
768,0,30.5,0,0,7.75,1,0,0,1,0.45250440626088956,0
769,0,0.0,1,0,24.15,0,0,0,1,0.2208605233632726,0
770,0,32.0,0,0,8.3625,0,0,0,1,0.2247406325518273,0
771,0,24.0,0,0,9.5,0,0,0,1,0.1711024599511568,0
772,0,48.0,0,0,7.8542,0,0,0,1,0.10712560380947958,0
773,0,57.0,0,0,10.5,1,0,1,0,0.7452645504613403,1
774,0,0.0,0,0,7.225,0,0,0,1,0.14669482179349055,0
775,1,54.0,1,3,23.0,1,0,1,0,0.8513365232759903,1
776,0,18.0,0,0,7.75,0,0,0,1,0.16372404795070666,0
777,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
778,1,5.0,0,0,12.475,1,0,0,1,0.5991792900830897,1
779,0,0.0,0,0,7.7375,0,0,0,1,0.1505668679144429,0
780,1,43.0,0,1,211.3375,1,1,0,0,0.9370721958461314,1
781,1,13.0,0,0,7.2292,1,0,0,1,0.552763055498654,1
782,1,17.0,1,0,57.0,1,1,0,0,0.9133848587683078,1
783,0,29.0,0,0,30.0,0,1,0,0,0.4207675994326363,0
784,0,0.0,1,2,23.45,0,0,0,1,0.29605507445001006,0
785,0,25.0,0,0,7.05,0,0,0,1,0.11548305649309831,0
786,0,25.0,0,0,7.25,0,0,0,1,0.14716001226909284,0
787,1,18.0,0,0,7.4958,1,0,0,1,0.5254217223448496,1
788,0,8.0,4,1,29.125,0,0,0,1,0.08909167514493585,0
